,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
38,140.62507252693177,5.694207666367189,0.0725287914276123,0.011369804894201111,0.25,3,100,1,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 100, 'reg_alpha': 1}",-0.34416506708283573,-0.3502060073765763,-0.3567879364872078,-0.3432970675041795,-0.34461352971127757,-0.34781392163241537,0.005103207540558917,25,-0.3223756521245845,-0.320022763476622,-0.31964541897994,-0.32177609508771676,-0.3230978365031512,-0.32138355323440293,0.001337907014065765
39,271.2441100120544,3.914629571425142,0.075799560546875,0.017173415821727992,0.25,3,200,0.01,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3395104974996353,-0.34790006534179974,-0.3513045291689317,-0.33844754428626667,-0.33940441261621157,-0.34331340978256897,0.005259552185738014,20,-0.29112775110942724,-0.28792924663186853,-0.2869559054099705,-0.2900246350908896,-0.2911635789869031,-0.28944022344581183,0.0017096273244693093
40,267.673153591156,1.0876974721218549,0.07732267379760742,0.01278159276948345,0.25,3,200,0.1,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.3409785816606271,-0.3472699576507025,-0.3508593479345691,-0.3382055591837575,-0.3377239595077619,-0.3430074811874836,0.005194439461068314,18,-0.29160789168119206,-0.2880982509889042,-0.2870204269644844,-0.28959776298895096,-0.2898793328547813,-0.28924073309566256,0.001573133462011696
41,269.7556936264038,2.828308407358961,0.07261533737182617,0.014233191524075603,0.25,3,200,1,"{'learning_rate': 0.25, 'max_depth': 3, 'n_estimators': 200, 'reg_alpha': 1}",-0.33901878423870363,-0.3468625817881443,-0.3509537411441465,-0.33671930446571824,-0.33690751014668824,-0.3420923843566802,0.005770240088995377,16,-0.29030361065732063,-0.2871639732281591,-0.2878305280696364,-0.28934984472543485,-0.2905970139493129,-0.28904899412597274,0.0013489923953099391
42,226.41771411895752,2.2837433659812376,0.06711149215698242,0.00289349791672749,0.25,5,100,0.01,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 0.01}",-0.33644015876739963,-0.3453474649731324,-0.34894008902465007,-0.33766453462752677,-0.3347657371265173,-0.34063159690384526,0.005514533091729066,13,-0.24083774166167826,-0.24122497503260923,-0.2375733015796137,-0.24193672645375028,-0.24160124275959766,-0.24063479749744981,0.0015742483008540941
43,225.35847239494325,0.52866229252286,0.07411375045776367,0.0060624410871052605,0.25,5,100,0.1,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 0.1}",-0.3360659194645052,-0.3441342663573322,-0.3468028620347077,-0.33469476748716737,-0.33344909538979756,-0.339029382146702,0.0053888297055646435,10,-0.24222735096126238,-0.23789334390350736,-0.2356377376860586,-0.24339060159013737,-0.24302367629594548,-0.24043454208738227,0.003102356783683379
44,229.31024532318116,2.9511140704976575,0.09723381996154785,0.027158689723397657,0.25,5,100,1,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 100, 'reg_alpha': 1}",-0.3344906623399307,-0.34259762944403827,-0.34792414538493405,-0.33566713865236475,-0.33477640946376647,-0.33909119705700685,0.005325833866444936,11,-0.23988806203778257,-0.23755684800070406,-0.23784615950762478,-0.24211414232572384,-0.2419693319921025,-0.23987490877278755,0.001943716947425837
45,458.4326261043549,17.079692194332665,0.0917447566986084,0.01550641192702124,0.25,5,200,0.01,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3356340667352536,-0.3475896102333072,-0.3501522792096098,-0.34109605310521174,-0.3357275354671263,-0.3420399089501017,0.005972963634347661,15,-0.16742288625711052,-0.16435343603906508,-0.16477672953245978,-0.16595564666292945,-0.16581951266494885,-0.16566564223130276,0.0010684321339291371
46,457.56766495704653,7.958327289790784,0.09108591079711914,0.012586384057012664,0.25,5,200,0.1,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.3358585279759235,-0.3487762259400496,-0.34854830997974245,-0.3373137117623779,-0.33335930504428496,-0.3407712161404757,0.006566409035394715,14,-0.16319821009810784,-0.15982929509782778,-0.16037720410503692,-0.16705591969962633,-0.16444118753962642,-0.16298036330804505,0.0026644809348960524
47,460.04841322898864,11.529258333149036,0.09153885841369629,0.012811061519948545,0.25,5,200,1,"{'learning_rate': 0.25, 'max_depth': 5, 'n_estimators': 200, 'reg_alpha': 1}",-0.336230996613989,-0.3459843418764399,-0.34890807993431333,-0.3369654243085832,-0.3349324136119442,-0.3406042512690539,0.005699738691915104,12,-0.16515118161523662,-0.16124727972918332,-0.15889314043486488,-0.16401463471635697,-0.16476617749735378,-0.16281448279859914,0.0023892546777990456
48,359.338578081131,25.807839779375,0.1039383888244629,0.031028033216622418,0.25,7,100,0.01,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 0.01}",-0.34320115316765404,-0.35247604182686865,-0.3522043154626334,-0.34165404353368434,-0.3404589815494953,-0.34599890710806713,0.0052508362914499285,24,-0.11616215945664171,-0.11615110006727208,-0.11951822139284675,-0.11843573312514089,-0.1193931553830686,-0.11793207388499401,0.001497248176754231
49,385.7712010383606,11.194746211415305,0.09421072006225586,0.011200769383832165,0.25,7,100,0.1,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 0.1}",-0.3432539965431562,-0.3520295106402074,-0.3496431059785085,-0.341667816053901,-0.337897680753609,-0.34489842199387644,0.005206069133452158,22,-0.11901862712659605,-0.11894113391855168,-0.11579504512612718,-0.11422683200705988,-0.11911945664239194,-0.11742021896414537,0.0020295028899196496
50,340.427263879776,6.845153544640243,0.10403542518615723,0.04382336550180295,0.25,7,100,1,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 100, 'reg_alpha': 1}",-0.3400588988405748,-0.35415178242185186,-0.3512530172133813,-0.3395838885501659,-0.3413280390198433,-0.3452751252091635,0.006159690214753725,23,-0.11879651054197032,-0.11642429267475145,-0.1175184646678261,-0.11504878433205731,-0.11937627697338275,-0.11743286583799759,0.0015712902553040116
51,633.200551366806,4.235918670579463,0.09912924766540528,0.009748215467296997,0.25,7,200,0.01,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 0.01}",-0.3634980995998317,-0.3704282962859201,-0.3724947625037546,-0.36033078224393816,-0.35543584024647107,-0.3644375561759831,0.00631801553236643,35,-0.03805064492305698,-0.03632664566896865,-0.039125937637657184,-0.037761306216688176,-0.03702884195324827,-0.03765867527992385,0.000947420185619127
52,643.4238336086273,4.2273307762619785,0.10181937217712403,0.01860076799055572,0.25,7,200,0.1,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 0.1}",-0.3651359777045704,-0.3746115635905623,-0.37144869954100423,-0.3577216922237251,-0.35594694238883196,-0.3649729750897388,0.00733368031523259,36,-0.03807873821220213,-0.0377974771411442,-0.03661932937085311,-0.03562958837512669,-0.03839605467986445,-0.03730423755583812,0.001030412566679507
53,647.0748524188996,5.600323519250014,0.10155620574951171,0.01510103914222357,0.25,7,200,1,"{'learning_rate': 0.25, 'max_depth': 7, 'n_estimators': 200, 'reg_alpha': 1}",-0.35682624854293526,-0.37178699528849923,-0.36771347923037967,-0.35526909562267045,-0.3547561468617387,-0.3612703931092447,0.007075502480853635,34,-0.039291297124127204,-0.03910080300974869,-0.038833384264900295,-0.0389970024291951,-0.040047502759528765,-0.03925399791750001,0.0004236678818747974
